opstina_cyr,rb_xlsx,json_number,status,distance_m,name_similarity,match_mode,xlsx_name,xlsx_address,xlsx_lat,xlsx_lon,xlsx_coord_format,xlsx_gmaps_url,json_id,json_name,json_lat,json_lon,note
ЈАГОДИНА - ГРАД,1,1,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,ЛОВЦИ,,,empty,,8221,1. ОСНОВНА ШКОЛА - ЛОВЦИ,44.0659821,21.1359551,
ЈАГОДИНА - ГРАД,2,2,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,ВОЉАВЧЕ 1,,,empty,,6271,2. МЕСНА ЗАЈЕДНИЦА - ВОЉАВЧЕ ,43.9891171,21.2254489,
ЈАГОДИНА - ГРАД,3,3,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,ВОЉАВЧЕ 2,,,empty,,2305,3. ОСНОВНА ШКОЛА - ВОЉАВЧЕ ,43.9891171,21.2254489,
ЈАГОДИНА - ГРАД,4,4,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,ЛОЗОВИК,,,empty,,7386,4. ОСНОВНА ШКОЛА - ЛОЗОВИК,43.9593221,21.1376155,
ЈАГОДИНА - ГРАД,5,5,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,МЕЂУРЕЧ,,,empty,,3451,5. МЕСНА ЗАЈЕДНИЦА - МЕЂУРЕЧ,43.9592564,21.1801184,
ЈАГОДИНА - ГРАД,6,6,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,МИШЕВИЋ,,,empty,,7529,6. ДОМ КУЛТУРЕ - МИШЕВИЋ,43.9696497,21.1090983,
ЈАГОДИНА - ГРАД,7,7,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,РИБАРЕ 1,,,empty,,3883,7. ДОМ КУЛТУРЕ - РИБАРЕ ,44.0422625,21.3099817,
ЈАГОДИНА - ГРАД,8,8,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,РИБАРЕ 2,,,empty,,57,8. ОСНОВНА ШКОЛА - РИБАРЕ ,44.0422625,21.3099817,
ЈАГОДИНА - ГРАД,9,9,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,РИБАРЕ 3,,,empty,,7010,9. ОСНОВНА ШКОЛА - РИБАРЕ,44.0422625,21.3099817,
ЈАГОДИНА - ГРАД,10,10,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,ГЛОГОВАЦ 1,,,empty,,5822,10. ДОМ КУЛТУРЕ - ГЛОГОВАЦ ,44.0420574,21.3141698,
ЈАГОДИНА - ГРАД,11,11,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,ГЛОГОВАЦ 2,,,empty,,2074,11. ДОМ КУЛТУРЕ - ГЛОГОВАЦ ,44.0420574,21.3141698,
ЈАГОДИНА - ГРАД,12,12,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,ДРАЖМИРОВАЦ,,,empty,,2830,12. ДОМ КУЛТУРЕ - ДРАЖМИРОВАЦ,44.0552105,21.3475824,
ЈАГОДИНА - ГРАД,13,13,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,ДУБОКА,,,empty,,2157,13. ОСНОВНА ШКОЛА - ДУБОКА,44.1047566,21.2907002,
ЈАГОДИНА - ГРАД,14,14,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,ДОБРА ВОДА,,,empty,,3222,14. ОСНОВНА ШКОЛА - ДОБРА ВОДА,44.1051872,21.2903831,
ЈАГОДИНА - ГРАД,15,15,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,РАЈКИНАЦ,,,empty,,3589,15. ДОМ КУЛТУРЕ - РАЈКИНАЦ,44.0719732,21.2439141,
ЈАГОДИНА - ГРАД,16,16,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,МАЛИ ПОПОВИЋ,,,empty,,3885,16. МЕСНА ЗАЈЕДНИЦА - МАЛИ ПОПОВИЋ,44.0526829,21.2947678,
ЈАГОДИНА - ГРАД,17,17,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,МАЈУР 1,,,empty,,2212,17. МЕСНА ЗАЈЕДНИЦА - МАЈУР ,43.9437424,21.2957467,
ЈАГОДИНА - ГРАД,18,18,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,МАЈУР 2,,,empty,,2314,18. ОСНОВНА ШКОЛА - МАЈУР ,43.9437424,21.2957467,
ЈАГОДИНА - ГРАД,19,19,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,МАЈУР 3,,,empty,,6127,19. МЕСНА ЗАЈЕДНИЦА  - МАЈУР,43.9437424,21.2957467,
ЈАГОДИНА - ГРАД,20,20,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,КОНЧАРЕВО 1,,,empty,,2932,20. ОСНОВНА ШКОЛА - КОНЧАРЕВО ,43.9755013,21.3164156,
ЈАГОДИНА - ГРАД,21,21,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,КОНЧАРЕВО 2,,,empty,,5469,21. ОСНОВНА ШКОЛА - КОНЧАРЕВО ,43.9755013,21.3164156,
ЈАГОДИНА - ГРАД,22,22,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,КОНЧАРЕВО 3,,,empty,,4667,22. ОСНОВНА ШКОЛА  - КОНЧАРЕВО ,43.9755013,21.3164156,
ЈАГОДИНА - ГРАД,23,23,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,РАКИТОВО 1,,,empty,,6082,23. ОСНОВНА ШКОЛА - РАКИТОВО ,43.9896412,21.2937205,
ЈАГОДИНА - ГРАД,24,24,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,РАКИТОВО 2,,,empty,,6952,24. ОСНОВНА ШКОЛА - РАКИТОВО,43.9896412,21.2937205,
ЈАГОДИНА - ГРАД,25,25,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,ДРАГОЦВЕТ,,,empty,,3693,25. ДОМ КУЛТУРЕ - ДРАГОЦВЕТ,43.9406602,21.2149978,
ЈАГОДИНА - ГРАД,26,26,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,ШУЉКОВАЦ,,,empty,,5515,26. ДОМ КУЛТУРЕ - ШУЉКОВАЦ,43.9165138,21.1946571,
ЈАГОДИНА - ГРАД,27,27,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,КОВАЧЕВАЦ,,,empty,,675,27. ДОМ КУЛТУРЕ - КОВАЧЕВАЦ,43.9378367,21.1932331,
ЈАГОДИНА - ГРАД,28,28,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,ГЛАВИНЦИ,,,empty,,2580,28. МЕСНА ЗАЈЕДНИЦА - ГЛАВИНЦИ,43.9240794,21.2496747,
ЈАГОДИНА - ГРАД,29,29,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,БРЕСЈЕ,,,empty,,7315,29. МЕСНА ЗАЈЕДНИЦА - БРЕСЈЕ,43.9378688,21.2633829,
ЈАГОДИНА - ГРАД,30,30,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,КОЛАРЕ,,,empty,,2302,30. ОСНОВНА ШКОЛА - КОЛАРЕ,43.9161805,21.1712789,
ЈАГОДИНА - ГРАД,31,31,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,ВИНОРАЧА,,,empty,,3815,31. ОСНОВНА ШКОЛА - ВИНОРАЧА,43.9654198,21.2306834,
ЈАГОДИНА - ГРАД,32,32,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,МИЛОШЕВО 1,,,empty,,753,32. ДОМ КУЛТУРЕ - МИЛОШЕВО ,44.1008816,21.152558,
ЈАГОДИНА - ГРАД,33,33,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,МИЛОШЕВО 2,,,empty,,2884,33. ДОМ КУЛТУРЕ - МИЛОШЕВО,44.1008816,21.152558,
ЈАГОДИНА - ГРАД,34,34,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,БАГРДАН,,,empty,,607,34. МЕСНА ЗАЈЕДНИЦА - БАГРДАН,43.9868808,21.2388524,
ЈАГОДИНА - ГРАД,35,35,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,ДОЊИ РАЧНИК,,,empty,,8536,35. МЕСНА ЗАЈЕДНИЦА - ДОЊИ РАЧНИК,44.0512307,21.1776272,
ЈАГОДИНА - ГРАД,36,36,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,ГОРЊИ РАЧНИК,,,empty,,4441,36. ОСНОВНА ШКОЛА - ГОРЊИ РАЧНИК,44.0348258,21.1537474,
ЈАГОДИНА - ГРАД,37,37,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,КОЧИНО СЕЛО,,,empty,,1271,37. ДОМ КУЛТУРЕ - КОЧИНО СЕЛО,44.0327358,21.2729581,
ЈАГОДИНА - ГРАД,38,38,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,СТАРО ЛАНИШТЕ,,,empty,,8376,38. ДОМ КУЛТУРЕ - СТАРО ЛАНИШТЕ,44.0340161,21.2532512,
ЈАГОДИНА - ГРАД,39,39,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,НОВО ЛАНИШТЕ,,,empty,,2250,39. ДОМ КУЛТУРЕ - НОВО ЛАНИШТЕ,44.0368335,21.2357182,
ЈАГОДИНА - ГРАД,40,40,json_only_geo,,1.0,rb_and_name,МЕСНА КАНЦЕЛАРИЈА,СИОКОВАЦ,,,empty,,1262,40.  МЕСНА КАНЦЕЛАРИЈА - СИОКОВАЦ ,43.9786903,21.1785919,
ЈАГОДИНА - ГРАД,41,41,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,ДЕОНИЦА,,,empty,,2606,41. ДОМ КУЛТУРЕ - ДЕОНИЦА,43.9782995,21.1969075,
ЈАГОДИНА - ГРАД,42,42,json_only_geo,,1.0,rb_and_name,КЛУБ ГРАЂАНА,ДОЊЕ ШТИПЉЕ,,,empty,,4015,42. КЛУБ ГРАЂАНА - ДОЊЕ ШТИПЉЕ,44.0135791,21.1728534,
ЈАГОДИНА - ГРАД,43,43,json_only_geo,,1.0,rb_and_name,ОСНОВНА ШКОЛА,ГОРЊЕ ШТИПЉЕ,,,empty,,820,43. ОСНОВНА ШКОЛА - ГОРЊЕ ШТИПЉЕ,44.0148055,21.1329316,
ЈАГОДИНА - ГРАД,44,44,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,ВРАНОВАЦ,,,empty,,1625,44. МЕСНА ЗАЈЕДНИЦА - ВРАНОВАЦ,43.9801505,21.2553333,
ЈАГОДИНА - ГРАД,45,45,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,БУНАР,,,empty,,2971,45. МЕСНА ЗАЈЕДНИЦА - БУНАР,43.9889496,21.2237077,
ЈАГОДИНА - ГРАД,46,46,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,БЕЛИЦА,,,empty,,302,46. МЕСНА ЗАЈЕДНИЦА - БЕЛИЦА,43.982258,21.2511672,
ЈАГОДИНА - ГРАД,47,47,json_only_geo,,1.0,rb_and_name,МЕСНА ЗАЈЕДНИЦА,ВРБА,,,empty,,4258,47. МЕСНА ЗАЈЕДНИЦА - ВРБА,43.9132466,21.0913241,
ЈАГОДИНА - ГРАД,48,48,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,СТРИЖИЛО 1,,,empty,,5360,48. ДОМ КУЛТУРЕ - СТРИЖИЛО ,44.066887,21.1094671,
ЈАГОДИНА - ГРАД,49,49,json_only_geo,,1.0,rb_and_name,ДОМ КУЛТУРЕ,СТРИЖИЛО 2,,,empty,,1815,49. ДОМ КУЛТУРЕ - СТРИЖИЛО ,44.066887,21.1094671,
ЈАГОДИНА - ГРАД,50,50,json_only_geo,,1.0,rb_and_name,Дом Културе,Црнче,,,unparsed,,3909,50. ДОМ КУЛТУРЕ - ЦРНЧЕ ,43.989303,21.151275,
ЈАГОДИНА - ГРАД,51,51,json_only_geo,,1.0,rb_and_name,Основна Школа,Шантаровац,,,unparsed,,7978,51. ОСНОВНА ШКОЛА - ШАНТАРОВАЦ,43.9110592,21.1640961,
ЈАГОДИНА - ГРАД,52,52,json_only_geo,,1.0,rb_and_name,Клуб Пензионера,Лукар,,,unparsed,,6658,52. КЛУБ ПЕНЗИОНЕРА - ЛУКАР,43.8902428,21.1481292,
ЈАГОДИНА - ГРАД,53,53,json_only_geo,,1.0,rb_and_name,Месна Заједница,Драгошевац,,,unparsed,,5295,53. МЕСНА ЗАЈЕДНИЦА  - ДРАГОШЕВАЦ ,43.8839348,21.2223669,
ЈАГОДИНА - ГРАД,54,54,json_only_geo,,1.0,rb_and_name,Основна Школа,Медојевац,,,unparsed,,7247,54. ОСНОВНА ШКОЛА - МЕДОЈЕВАЦ ,43.8731033,21.2011172,
ЈАГОДИНА - ГРАД,55,55,json_only_geo,,1.0,rb_and_name,Месна Заједница,Слатина,,,unparsed,,4959,55. МЕСНА ЗАЈЕДНИЦА - СЛАТИНА ,43.9783744,21.2619342,
ЈАГОДИНА - ГРАД,56,56,json_only_geo,,1.0,rb_and_name,Дом Културе,Буковче,,,unparsed,,1260,56. ДОМ КУЛТУРЕ - БУКОВЧЕ,44.0009891,21.2361215,
ЈАГОДИНА - ГРАД,57,57,json_only_geo,,1.0,rb_and_name,Месна Заједница,Рибник,,,unparsed,,7457,57. МЕСНА ЗАЈЕДНИЦА - РИБНИК,44.0163395,21.2247022,
ЈАГОДИНА - ГРАД,58,58,neither_geo,,1.0,rb_and_name,Основна Школа,Трнава Село,,,unparsed,,3843,58. ОСНОВНА ШКОЛА  - ТРНАВА СЕЛО,,,
ЈАГОДИНА - ГРАД,59,59,neither_geo,,1.0,rb_and_name,Основна Школа,Ново Насеље Трнава,,,unparsed,,7766,59. ОСНОВНА ШКОЛА  - НОВО НАСЕЉЕ ТРНАВА,,,
ЈАГОДИНА - ГРАД,60,60,json_only_geo,,1.0,rb_and_name,ОШ “17. Октобар”,"Теслина бр. 1, Јагодина",,,unparsed,,7380,"60. ОШ ""17. ОКТОБАР"" -  ЈАГОДИНА ,ТЕСЛИНА БР. 1",43.978628,21.2614671,
ЈАГОДИНА - ГРАД,61,61,json_only_geo,,1.0,rb_and_name,Гимназија “Светозар Марковић”,"Слободана Пенезића Крцуна бр. 1, Јагодина",,,unparsed,,7849,"61. ГИМНАЗИЈА ""СВЕТОЗАР МАРКОВИЋ"" - ЈАГОДИНА, СЛОБОДАНА ПЕНЕЗИЋА КРЦУНА БР. 1",43.9793384,21.2616222,
ЈАГОДИНА - ГРАД,63,63,json_only_geo,,1.0,rb_and_name,Комерцијала Фабрике Каблова,"Гине Пајевића бр. 8, Јагодина",,,unparsed,,1586,"63. КОМЕРЦИЈАЛА ФАБРИКЕ КАБЛОВА  - ЈАГОДИНА,ГИНЕ ПАЈЕВИЋА БР. 8",43.9821908,21.2622556,
ЈАГОДИНА - ГРАД,65,65,json_only_geo,,1.0,rb_and_name,Зграда Катастра,"Краља Петра I бр. 1/А, Јагодина",,,unparsed,,287,"65. ЗГРАДА КАТАСТРА  - ЈАГОДИНА,КРАЉА ПЕТРА I БР. 1/А",43.9754722,21.2617067,
ЈАГОДИНА - ГРАД,68,68,json_only_geo,,1.0,rb_and_name,МЗ “Пивара”,"Радојице Солунца ББ, Јагодина",,,unparsed,,4230,"68. МЗ ""ПИВАРА"" - ЈАГОДИНА,РАДОЈИЦЕ СОЛУНЦА ББ",43.9727404,21.2708563,
ЈАГОДИНА - ГРАД,69,69,json_only_geo,,1.0,rb_and_name,ОШ “Милан Мијалковић”,"Милунке Савић бр. 1, Јагодина",,,unparsed,,1344,"69. ОШ ""МИЛАН МИЈАЛКОВИЋ"" - ЈАГОДИНА,МИЛУНКЕ САВИЋ БР.1",43.9756342,21.2664496,
ЈАГОДИНА - ГРАД,70,70,json_only_geo,,1.0,rb_and_name,Сала Вишег Суда,"Кнегиње Милице бр. 84, Јагодина",,,unparsed,,4932,"70. САЛА ВИШЕГ СУДА  - ЈАГОДИНА,КНЕГИЊЕ МИЛИЦЕ БР.84",43.9759565,21.263248,
ЈАГОДИНА - ГРАД,71,71,json_only_geo,,1.0,rb_and_name,Сала Скупштине Града,"Краља Петра I бр. 6, Јагодина",,,unparsed,,351,"71. САЛА СКУПШТИНЕ ГРАДА  - ЈАГОДИНА,КРАЉА ПЕТРА I БР.6",43.9756764,21.2626324,
ЈАГОДИНА - ГРАД,72,72,json_only_geo,,1.0,rb_and_name,МЗ “Стадион”,"Браће Дирак бр. 46, Јагодина",,,unparsed,,4949,"72. МЗ ""СТАДИОН"" - ЈАГОДИНА,БРАЋЕ ДИРАК БР. 46",43.9724495,21.2615243,
ЈАГОДИНА - ГРАД,73,73,json_only_geo,,1.0,rb_and_name,Хала Спортова,"Браће Дирак ББ, Јагодина",,,unparsed,,3434,"73. ХАЛА СПОРТОВА - ЈАГОДИНА,БРАЋЕ ДИРАК ББ",43.971761,21.2626377,
ЈАГОДИНА - ГРАД,74,74,json_only_geo,,1.0,rb_and_name,МЗ “Вашариште”,"Кнеза Лазара 58, Јагодина",,,unparsed,,7844,"74. МЗ ""ВАШАРИШТЕ"" - ЈАГОДИНА,КНЕЗА ЛАЗАРА 58",43.9812105,21.2569438,
ЈАГОДИНА - ГРАД,75,75,json_only_geo,,1.0,rb_and_name,Дечији Вртић “Пчелице”,"Бранка Крсмановића ББ, Јагодина",,,unparsed,,324,"75. ДЕЧИЈИ ВРТИЋ ""ПЧЕЛИЦЕ"" - ЈАГОДИНА,БРАНКА КРСМАНОВИЋА ББ",43.9834604,21.2537093,
ЈАГОДИНА - ГРАД,76,76,json_only_geo,,1.0,rb_and_name,ОШ “Рада Миљковић”,"Кнеза Лазара ББ, Јагодина",,,unparsed,,6003,"76. ОШ ""РАДА МИЉКОВИЋ"" - ЈАГОДИНА,КНЕЗА ЛАЗАРА ББ",43.9854369,21.2488409,
ЈАГОДИНА - ГРАД,77,77,json_only_geo,,1.0,rb_and_name,Дом Пензионера,"Ђуре Јакшића бр. 27, Јагодина",,,unparsed,,6640,"77. ДОМ ПЕНЗИОНЕРА - ЈАГОДИНА,ЂУРЕ ЈАКШИЋА БР.27",43.9794749,21.2539365,
ЈАГОДИНА - ГРАД,79,79,json_only_geo,,1.0,rb_and_name,ОШ “Бошко Ђуричић”,"Милана Мијалковића бр. 15, Јагодина",,,unparsed,,7104,"79. ОШ ""БОШКО ЂУРИЧИЋ"" - ЈАГОДИНА,МИЛАНА МИЈАЛКОВИЋА БР.15",43.9766954,21.2553871,
ЈАГОДИНА - ГРАД,80,80,json_only_geo,,1.0,rb_and_name,МЗ “Левач”,"7. Јула 11, Јагодина",,,unparsed,,3521,"80. МЗ ""ЛЕВАЧ"" - ЈАГОДИНА,7. ЈУЛА БР. 11",43.9764455,21.2571382,
ЈАГОДИНА - ГРАД,81,81,json_only_geo,,1.0,rb_and_name,ОШ “Горан Остојић”,"Зеленгора ББ, Јагодина",,,unparsed,,2985,"81. ОШ ""ГОРАН ОСТОЈИЋ"" - ЈАГОДИНА,ЗЕЛЕНГОРА ББ ",43.9723357,21.2601073,
ЈАГОДИНА - ГРАД,90,90,neither_geo,,1.0,rb_and_name,МЗ “Ђурђево Брдо”,"Колонија, Ђурђево Брдо, Јагодина",,,unparsed,,2817,"90. МЗ ""ЂУРЂЕВО БРДО"" - ЈАГОДИНА,КОЛОНИЈА ЂУРЂЕВО БРДО",,,
ЈАГОДИНА - ГРАД,88,88,json_only_geo,,0.963,rb_and_name,Основна Школа на Стрелишту (1),"Иве Андрића ББ, Јагодина",,,unparsed,,4979,"88. ОСНОВНА ШКОЛА  НА СТРЕЛИШТУ  - ЈАГОДИНА,ИВЕ АНДРИЋА ББ",43.9856132,21.2418543,
ЈАГОДИНА - ГРАД,89,89,json_only_geo,,0.963,rb_and_name,Основна Школа на Стрелишту (2),"Иве Андрића ББ, Јагодина",,,unparsed,,7235,"89. ОСНОВНА ШКОЛА  НА СТРЕЛИШТУ - ЈАГОДИНА,ИВЕ АНДРИЋА ББ",43.9856132,21.2418543,
ЈАГОДИНА - ГРАД,82,82,json_only_geo,,0.962,rb_and_name,Дом Ученика Средњих Школа (1),"Бранка Радичевића бр. 1, Јагодина",,,unparsed,,5122,"82. ДОМ УЧЕНИКА СРЕДЊИХ ШКОЛА  - ЈАГОДИНА,БРАНКА РАДИЧЕВИЋА БР.1",43.9775012,21.248223,
ЈАГОДИНА - ГРАД,83,83,json_only_geo,,0.962,rb_and_name,Дом Ученика Средњих Школа (2),"Бранка Радичевића бр. 1, Јагодина",,,unparsed,,2966,"83. ДОМ УЧЕНИКА СРЕДЊИХ ШКОЛА  - ЈАГОДИНА,БРАНКА РАДИЧЕВИЋА БР.1",43.9775012,21.248223,
ЈАГОДИНА - ГРАД,66,66,json_only_geo,,0.947,rb_and_name,Дечији Вртић “Бамби” (1),"Војвођанска ББ, Јагодина",,,unparsed,,679,"66. ДЕЧИЈИ ВРТИЋ ""БАМБИ"" - ЈАГОДИНА,ВОЈВОЂАНСКА ББ ",43.9689732,21.2748463,
ЈАГОДИНА - ГРАД,67,67,json_only_geo,,0.947,rb_and_name,Дечији Вртић “Бамби” (2),"Војвођанска ББ, Јагодина",,,unparsed,,5022,"67. ДЕЧИЈИ ВРТИЋ ""БАМБИ"" - ЈАГОДИНА,ВОЈВОЂАНСКА ББ ",43.9689732,21.2748463,
ЈАГОДИНА - ГРАД,78,78,json_only_geo,,0.947,rb_and_name,Педагошки Факултет (1),"Милана Мијалковића бр. 14, Јагодина",,,unparsed,,2562,"78. ПЕДАГОШКИ ФАКУЛТЕТ - ЈАГОДИНА,МИЛАНА МИЈАЛКОВИЋА БР.14",43.9773385,21.2551431,
ЈАГОДИНА - ГРАД,84,84,json_only_geo,,0.947,rb_and_name,Педагошки Факултет (2),"Милана Мијалковића бр. 14, Јагодина",,,unparsed,,5432,"84. ПЕДАГОШКИ ФАКУЛТЕТ  - ЈАГОДИНА,МИЛАНА МИЈАЛКОВИЋА БР. 14 ",43.9773385,21.2551431,
ЈАГОДИНА - ГРАД,85,85,json_only_geo,,0.947,rb_and_name,Педагошки Факултет (3),"Милана Мијалковића бр. 14, Јагодина",,,unparsed,,5819,"85. ПЕДАГОШКИ ФАКУЛТЕТ  - ЈАГОДИНА,МИЛАНА МИЈАЛКОВИЋА БР.14",43.9773385,21.2551431,
ЈАГОДИНА - ГРАД,91,91,neither_geo,,0.804,rb_and_name,Основна Школа Колонија,"Колонија, Ђурђево Брдо, Јагодина",,,unparsed,,3307,"91. ОСНОВНА ШКОЛА  - ЈАГОДИНА,КОЛОНИЈА ЂУРЂЕВО БРДО",,,
ЈАГОДИНА - ГРАД,62,62,json_only_geo,,0.698,rb_only,Бивша МЗ “Центар”,"Бошка Ђуричића бр. 8, Јагодина",,,unparsed,,4813,"62.  БИВША МЕСНА ЗАЈЕДНИЦА    ""ЦЕНТАР"" - ЈАГОДИНА,БОШКА ЂУРИЧИЋА БР.8",43.9809927,21.261765,"rb match, weak name sim 0.70"
ЈАГОДИНА - ГРАД,86,86,json_only_geo,,0.698,rb_only,Вртић “Лептирић” (1),"Живорада Костића ББ, Јагодина",,,unparsed,,3710,"86. ВРТИЋ ""ЛЕПТИРИЋ"" НА СТРЕЛИШТУ  - ЈАГОДИНА,ЖИВОРАДА КОСТИЋА ББ",43.9855733,21.2429345,"rb match, weak name sim 0.70"
ЈАГОДИНА - ГРАД,87,87,json_only_geo,,0.698,rb_only,Вртић “Лептирић” (2),"Живорада Костића ББ, Јагодина",,,unparsed,,8551,"87. ВРТИЋ ""ЛЕПТИРИЋ"" НА СТРЕЛИШТУ - ЈАГОДИНА,ЖИВОРАДА КОСТИЋА ББ",43.9855733,21.2429345,"rb match, weak name sim 0.70"
ЈАГОДИНА - ГРАД,64,64,json_only_geo,,0.644,rb_only,Филијала НСЗ,"Љубише Урошевића 16, Јагодина",,,unparsed,,1339,"64. ФИЛИЈАЛА НАЦИОНАЛНЕ СЛУЖБЕ ЗА ЗАПОШЉАВАЊЕ ЈАГОДИНА - ЈАГОДИНА,ЉУБИШЕ УРОШЕВИЋА БР.16",43.9819934,21.2590397,"rb match, weak name sim 0.64"
ЉИГ,,1,json_only_uncovered_opstina,,,unmatched,,,,,,,2847,"1. НОВА ШКОЛА - БА, ЧИЧЕРАК   БР.2",44.1598594,20.1963874,
ЉИГ,,2,json_only_uncovered_opstina,,,unmatched,,,,,,,3592,"2. ОШ ''САВА КЕРКОВИЋ''  - ЉИГ, СВЕТОГ САВЕ 22А",44.2312599,20.2383029,
ЉИГ,,3,json_only_uncovered_opstina,,,unmatched,,,,,,,8439,"3. ОШ ''СЕСТРЕ ПАВЛОВИЋ - БЕЛАНОВИЦА, ВУКА КАРАЏИЋА БР.27",44.2488233,20.3932583,
ЉИГ,,4,json_only_uncovered_opstina,,,unmatched,,,,,,,8203,"4. ДОМ КУЛТУРЕ -  БОШЊАНОВИЋ, ШКОЛСКА БР.2",44.2630855,20.2119603,
ЉИГ,,5,json_only_uncovered_opstina,,,unmatched,,,,,,,7892,"5. ШКОЛА - БРАНЧИЋ, ПУСТО ПОЉЕ БР.13",44.2161036,20.2632671,
ЉИГ,,6,json_only_uncovered_opstina,,,unmatched,,,,,,,6495,"6. ДОМ КУЛТУРЕ - ВЕЛИШЕВАЦ, ЖЕРАВАЧКА БР.48",44.2143898,20.2033287,
ЉИГ,,7,json_only_uncovered_opstina,,,unmatched,,,,,,,3086,"7. СШ  ""ХИЉАДУ ТРИСТА КАПЛАРА"" - ЉИГ,  ВОЈВОДЕ МИШИЋА  БР.26",44.2216044,20.2381788,
ЉИГ,,8,json_only_uncovered_opstina,,,unmatched,,,,,,,8402,"8. ШКОЛА - ДИЋИ, ГОРДАНЕ КОСАНОВИЋ  БР.2Б",44.1965373,20.2879788,
ЉИГ,,9,json_only_uncovered_opstina,,,unmatched,,,,,,,7197,"9. ШКОЛА  -  ЖИВКОВЦИ, ЖИВКОВАЧКА БР.46",44.2882954,20.4172605,
ЉИГ,,10,json_only_uncovered_opstina,,,unmatched,,,,,,,1,"10. ШКОЛА - ИВАНОВЦИ, БЕЛАНОВАЧКИ ГОРЊИ ПУТ БР.9",44.2243096,20.3128955,
ЉИГ,,11,json_only_uncovered_opstina,,,unmatched,,,,,,,492,"11. ШКОЛА  - ЈАЈЧИЋ, КРАЉА МИЛУТИНА  БР.28",44.2615501,20.2491171,
ЉИГ,,12,json_only_uncovered_opstina,,,unmatched,,,,,,,6737,"12. ШКОЛА - КАДИНА ЛУКА, ГЛАВНА БР.88",44.192963,20.221378,
ЉИГ,,13,json_only_uncovered_opstina,,,unmatched,,,,,,,3666,"13. ДОМ КУЛТУРЕ - КАЛАЊЕВЦИ, СОЛУНСКИХ РАТНИКА  БР.28",44.2843444,20.3931509,
ЉИГ,,14,json_only_uncovered_opstina,,,unmatched,,,,,,,7589,"14. ШКОЛА  - КОЗЕЉ, БОБИЈА 1",44.2144505,20.3607666,
ЉИГ,,15,json_only_uncovered_opstina,,,unmatched,,,,,,,4168,"15. ДОМ КУЛТУРЕ - ЛАЛИНЦИ, 1300 КАПЛАРА БР.163",44.1677293,20.3116422,
