opstina_cyr,rb_xlsx,json_number,status,distance_m,name_similarity,match_mode,xlsx_name,xlsx_address,xlsx_lat,xlsx_lon,xlsx_coord_format,xlsx_gmaps_url,json_id,json_name,json_lat,json_lon,note
БЕОГРАД-НОВИ БЕОГРАД,20,20,confirmed,70.2,1.0,rb_and_name,"ОШ ""РАДОЈЕ ДОМАНОВИЋ""",БУЛЕВАР УМЕТНОСТИ БР. 31,44.81414818247191,20.413193118414487,decimal_simple,https://maps.app.goo.gl/zH4wHhhP879UtK1YA,4896,"20. ОШ ""РАДОЈЕ ДОМАНОВИЋ""  - БУЛЕВАР УМЕТНОСТИ БР. 31",44.8144673,20.4124249,
БЕОГРАД-НОВИ БЕОГРАД,21,21,confirmed,70.2,1.0,rb_and_name,"ОШ ""РАДОЈЕ ДОМАНОВИЋ""",БУЛЕВАР УМЕТНОСТИ БР. 31,44.81414818247191,20.413193118414487,decimal_simple,https://maps.app.goo.gl/zH4wHhhP879UtK1YA,5131,"21. ОШ ""РАДОЈЕ ДОМАНОВИЋ""  - БУЛЕВАР УМЕТНОСТИ БР. 31",44.8144673,20.4124249,
БЕОГРАД-НОВИ БЕОГРАД,22,22,confirmed,32.4,1.0,rb_and_name,"МЗ ""АКАДЕМИЈА""",БУЛЕВАР УМЕТНОСТИ БР. 27,44.81678475411869,20.413400261705185,decimal_simple,https://maps.app.goo.gl/c8vXznh22u8J9w5m8,553,"22. МЗ ""АКАДЕМИЈА""  - БУЛЕВАР УМЕТНОСТИ БР. 27",44.8165209,20.413574,
БЕОГРАД-НОВИ БЕОГРАД,23,23,confirmed,32.4,1.0,rb_and_name,"МЗ ""АКАДЕМИЈА""",БУЛЕВАР УМЕТНОСТИ БР. 27,44.81678475411869,20.413400261705185,decimal_simple,https://maps.app.goo.gl/c8vXznh22u8J9w5m8,606,"23. МЗ ""АКАДЕМИЈА""  - БУЛЕВАР УМЕТНОСТИ БР. 27",44.8165209,20.413574,
БЕОГРАД-НОВИ БЕОГРАД,24,24,confirmed,11.9,1.0,rb_and_name,"МЗ ""ДУНАВСКИ КЕЈ""",БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 64,44.81752511162457,20.41972910348586,decimal_simple,https://maps.app.goo.gl/pvzkYuGHDL5DdiEa7,3534,"24. МЗ ""ДУНАВСКИ КЕЈ""  - БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 64",44.8174519,20.4198391,
БЕОГРАД-НОВИ БЕОГРАД,25,25,confirmed,11.9,1.0,rb_and_name,"МЗ ""ДУНАВСКИ КЕЈ""",БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 64,44.81752511162457,20.41972910348586,decimal_simple,https://maps.app.goo.gl/pvzkYuGHDL5DdiEa7,4542,"25. МЗ ""ДУНАВСКИ КЕЈ"" - БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 64",44.8174519,20.4198391,
БЕОГРАД-НОВИ БЕОГРАД,26,26,confirmed,11.9,1.0,rb_and_name,"МЗ ""ДУНАВСКИ КЕЈ""",БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 64,44.81752511162457,20.41972910348586,decimal_simple,https://maps.app.goo.gl/pvzkYuGHDL5DdiEa7,3687,"26. МЗ ""ДУНАВСКИ КЕЈ"" - БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 64",44.8174519,20.4198391,
БЕОГРАД-НОВИ БЕОГРАД,27,27,confirmed,8.8,1.0,rb_and_name,ZEPTER INTERNATIONAL,БУЛЕВАР МИХАJЛА ПУПИНА БР. 117,44.819794694024594,20.422135367303927,decimal_simple,https://maps.app.goo.gl/mhHfDUu4NsqDsBNM9,3791,27. ZEPTER INTERNATIONAL - БУЛЕВАР МИХАИЛА ПУПИНА БР. 117,44.8198007,20.4220242,
БЕОГРАД-НОВИ БЕОГРАД,28,28,confirmed,8.8,1.0,rb_and_name,ZEPTER INTERNATIONAL,БУЛЕВАР МИХАJЛА ПУПИНА БР. 117,44.819794694024594,20.422135367303927,decimal_simple,https://maps.app.goo.gl/mhHfDUu4NsqDsBNM9,146,28. ZEPTER INTERNATIONAL - БУЛЕВАР МИХАИЛА ПУПИНА БР.117,44.8198007,20.4220242,
БЕОГРАД-НОВИ БЕОГРАД,29,29,confirmed,6.2,1.0,rb_and_name,"ОШ ""ДУШКО РАДОВИЋ""",БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112,44.82284945505306,20.408095556672688,decimal_simple,https://maps.app.goo.gl/uSkNYDdHMJFD2C1w6,7556,"29. ОШ ""ДУШКО РАДОВИЋ"" - БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112",44.8227939,20.4080956,
БЕОГРАД-НОВИ БЕОГРАД,30,30,confirmed,6.2,1.0,rb_and_name,"ОШ ""ДУШКО РАДОВИЋ""",БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112,44.82284945505306,20.408095556672688,decimal_simple,https://maps.app.goo.gl/uSkNYDdHMJFD2C1w6,6730,"30. ОШ ""ДУШКО РАДОВИЋ""  - БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112",44.8227939,20.4080956,
БЕОГРАД-НОВИ БЕОГРАД,31,31,confirmed,6.2,1.0,rb_and_name,"ОШ ""ДУШКО РАДОВИЋ""",БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112,44.82284945505306,20.408095556672688,decimal_simple,https://maps.app.goo.gl/uSkNYDdHMJFD2C1w6,6657,"31. ОШ ""ДУШКО РАДОВИЋ"" - БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112",44.8227939,20.4080956,
БЕОГРАД-НОВИ БЕОГРАД,34,34,confirmed,6.2,1.0,rb_and_name,"ОШ ""ДУШКО РАДОВИЋ""",БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112,44.82284945505306,20.408095556672688,decimal_simple,https://maps.app.goo.gl/uSkNYDdHMJFD2C1w6,2569,"34. ОШ ""ДУШКО РАДОВИЋ""  - БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112",44.8227939,20.4080956,
БЕОГРАД-НОВИ БЕОГРАД,35,35,confirmed,6.2,1.0,rb_and_name,"ОШ ""ДУШКО РАДОВИЋ""",БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112,44.82284945505306,20.408095556672688,decimal_simple,https://maps.app.goo.gl/uSkNYDdHMJFD2C1w6,919,"35. ОШ ""ДУШКО РАДОВИЋ"" - БУЛЕВАР ЗОРАНА ЂИНЂИЋА БР. 112",44.8227939,20.4080956,
БЕОГРАД-НОВИ БЕОГРАД,36,36,confirmed,29.4,1.0,rb_and_name,"ОШ ""РАТКО МИТРОВИЋ""",ОМЛАДИНСКИХ БРИГАДА БР. 58,44.81820431670476,20.404192647814696,decimal_simple,https://maps.app.goo.gl/MiTwUm8b6xKuXrTc9,857,"36. ОШ ""РАТКО МИТРОВИЋ""  - ОМЛАДИНСКИХ БРИГАДА БР. 58",44.8180701,20.4038721,
БЕОГРАД-НОВИ БЕОГРАД,37,37,confirmed,29.4,1.0,rb_and_name,"ОШ ""РАТКО МИТРОВИЋ""",ОМЛАДИНСКИХ БРИГАДА БР. 58,44.81820431670476,20.404192647814696,decimal_simple,https://maps.app.goo.gl/MiTwUm8b6xKuXrTc9,2029,"37. ОШ ""РАТКО МИТРОВИЋ""  - ОМЛАДИНСКИХ БРИГАДА БР. 58",44.8180701,20.4038721,
БЕОГРАД-НОВИ БЕОГРАД,38,38,confirmed,24.7,1.0,rb_and_name,"МЗ ""СТАРИ АЕРОДРОМ""",НАРОДНИХ ХЕРОЈА БР. 42,44.81984785045095,20.402469637717445,decimal_simple,https://maps.app.goo.gl/8rUGNy8JPiFeczh9A,1763,"38. МЗ ""СТАРИ АЕРОДРОМ""  - НАРОДНИХ ХЕРОЈА БР. 42",44.8196337,20.4025515,
БЕОГРАД-НОВИ БЕОГРАД,39,39,confirmed,24.7,1.0,rb_and_name,"МЗ ""СТАРИ АЕРОДРОМ""",НАРОДНИХ ХЕРОЈА БР. 42,44.81984785045095,20.402469637717445,decimal_simple,https://maps.app.goo.gl/8rUGNy8JPiFeczh9A,2075,"39. МЗ ""СТАРИ АЕРОДРОМ""  - НАРОДНИХ ХЕРОЈА БР. 42",44.8196337,20.4025515,
БЕОГРАД-НОВИ БЕОГРАД,40,40,confirmed,29.4,1.0,rb_and_name,"ОШ ""РАТКО МИТРОВИЋ""",ОМЛАДИНСКИХ БРИГАДА БР. 58,44.81820431670476,20.404192647814696,decimal_simple,https://maps.app.goo.gl/MiTwUm8b6xKuXrTc9,5920,"40. ОШ ""РАТКО МИТРОВИЋ""  - ОМЛАДИНСКИХ БРИГАДА БР. 58",44.8180701,20.4038721,
БЕОГРАД-НОВИ БЕОГРАД,41,41,confirmed,35.4,1.0,rb_and_name,"ОШ ""ЂУРО СТРУГАР""",БУЛЕВАР МИЛУТИНА МИЛАНКОВИЋА БР. 148,44.819301957563454,20.400189616627994,decimal_simple,https://maps.app.goo.gl/bfLMdMCDNnjBjb4e8,964,"41. ОШ ""ЂУРО СТРУГАР""  - МИЛУТИНА МИЛАНКОВИЋА БР. 148",44.8189997,20.4000481,
БЕОГРАД-НОВИ БЕОГРАД,42,42,confirmed,35.4,1.0,rb_and_name,"ОШ ""ЂУРО СТРУГАР""",БУЛЕВАР МИЛУТИНА МИЛАНКОВИЋА БР. 148,44.819301957563454,20.400189616627994,decimal_simple,https://maps.app.goo.gl/bfLMdMCDNnjBjb4e8,8036,"42. ОШ ""ЂУРО СТРУГАР""  - МИЛУТИНА МИЛАНКОВИЋА БР. 148",44.8189997,20.4000481,
БЕОГРАД-НОВИ БЕОГРАД,43,43,confirmed,15.4,1.0,rb_and_name,"ОШ ""ИВАН ГУНДУЛИЋ""",НАРОДНИХ ХЕРОЈА БР. 12,44.82551926684966,20.40617767724311,decimal_simple,https://maps.app.goo.gl/2EFMo1Z4u8HGRkZo9,2647,"43. ОШ ""ИВАН ГУНДУЛИЋ""  - НАРОДНИХ ХЕРОЈА БР. 12",44.8255305,20.4063721,
БЕОГРАД-НОВИ БЕОГРАД,44,44,confirmed,15.4,1.0,rb_and_name,"ОШ ""ИВАН ГУНДУЛИЋ""",НАРОДНИХ ХЕРОЈА БР. 12,44.82551926684966,20.40617767724311,decimal_simple,https://maps.app.goo.gl/2EFMo1Z4u8HGRkZo9,6116,"44. ОШ ""ИВАН ГУНДУЛИЋ""  - НАРОДНИХ ХЕРОЈА БР. 12",44.8255305,20.4063721,
БЕОГРАД-НОВИ БЕОГРАД,45,45,confirmed,51.2,1.0,rb_and_name,"ОШ ""НОВИ БЕОГРАД""",НАРОДНИХ ХЕРОЈА БР. 12,44.82598612344734,20.40646694692028,decimal_simple,https://maps.app.goo.gl/U5vK7jYkBG26EvjG9,7189,"45. ОШ ""НОВИ БЕОГРАД""  - НАРОДНИХ ХЕРОЈА БР. 12",44.8255305,20.4063721,
БЕОГРАД-НОВИ БЕОГРАД,46,46,confirmed,15.4,1.0,rb_and_name,"ОШ ""ИВАН ГУНДУЛИЋ""",НАРОДНИХ ХЕРОЈА БР. 12,44.82551926684966,20.40617767724311,decimal_simple,https://maps.app.goo.gl/2EFMo1Z4u8HGRkZo9,3529,"46. ОШ ""ИВАН ГУНДУЛИЋ""  - НАРОДНИХ ХЕРОЈА БР. 12",44.8255305,20.4063721,
БЕОГРАД-НОВИ БЕОГРАД,47,47,confirmed,51.2,1.0,rb_and_name,"ОШ ""НОВИ БЕОГРАД""",НАРОДНИХ ХЕРОЈА БР. 12,44.82598612344734,20.40646694692028,decimal_simple,https://maps.app.goo.gl/U5vK7jYkBG26EvjG9,3417,"47. ОШ ""НОВИ БЕОГРАД""  - НАРОДНИХ ХЕРОЈА БР. 12",44.8255305,20.4063721,
БЕОГРАД-НОВИ БЕОГРАД,50,50,confirmed,38.1,1.0,rb_and_name,ГРАФИЧКА ШКОЛА,ОТОНА ЖУПАНЧИЧА БР. 19,44.828774841690354,20.40670110560639,decimal_simple,https://maps.app.goo.gl/UzFs8r4hezMch1Sd8,8466,50. ГРАФИЧКА ШКОЛА - ОТОНА ЖУПАНЧИЧА БР. 19,44.8286152,20.407129,
БЕОГРАД-НОВИ БЕОГРАД,51,51,confirmed,5.5,1.0,rb_and_name,"МЗ ""ПАРИСКЕ КОМУНЕ""",ОТОНА ЖУПАНЧИЧА БР. 14,44.82799634505647,20.40887842634777,decimal_simple,https://maps.app.goo.gl/up89fxu8SER6R1Wq5,3846,"51. МЗ ""ПАРИСКЕ КОМУНЕ"" - ОТОНА ЖУПАНЧИЧА БР. 14",44.8280303,20.4089289,
БЕОГРАД-НОВИ БЕОГРАД,52,52,confirmed,30.8,1.0,rb_and_name,СРЕДЊА ТУРИСТИЧКА ШКОЛА,ОТОНА ЖУПАНЧИЧА БР. 4,44.826559715727186,20.4103511572554,decimal_simple,https://maps.app.goo.gl/a13obWieyhRVzsoy8,6845,52. СРЕДЊА ТУРИСТИЧКА ШКОЛА  - ОТОНА ЖУПАНЧИЧА БР. 4,44.8266492,20.409981,
БЕОГРАД-НОВИ БЕОГРАД,53,53,confirmed,30.8,1.0,rb_and_name,СРЕДЊА ТУРИСТИЧКА ШКОЛА,ОТОНА ЖУПАНЧИЧА БР. 4,44.826559715727186,20.4103511572554,decimal_simple,https://maps.app.goo.gl/a13obWieyhRVzsoy8,2290,53. СРЕДЊА ТУРИСТИЧКА ШКОЛА  - ОТОНА ЖУПАНЧИЧА БР. 4,44.8266492,20.409981,
БЕОГРАД-НОВИ БЕОГРАД,54,54,confirmed,21.9,1.0,rb_and_name,"МЗ ""ИКАРУС"" - САЛА",АЛЕКСИНАЧКИХ РУДАРА БР. 37,44.82738902824393,20.416758473418838,decimal_simple,https://maps.app.goo.gl/WpHTuzxtYTJmBpjk7,6720,"54. МЗ ""ИКАРУС"" - САЛА - АЛЕКСИНАЧКИХ РУДАРА БР. 37",44.8273473,20.4164869,
БЕОГРАД-НОВИ БЕОГРАД,55,55,confirmed,3.4,1.0,rb_and_name,"ОШ ""КРАЉ АЛЕКСАНДАР I""",АЛЕКСИНАЧКИХ РУДАРА БР. 22,44.82831171625374,20.416181091621656,decimal_simple,https://maps.app.goo.gl/c7qFJXQTfq4RVg566,2032,"55. ОШ ""КРАЉ АЛЕКСАНДАР I"" - АЛЕКСИНАЧКИХ РУДАРА БР. 22",44.828292,20.4161479,
БЕОГРАД-НОВИ БЕОГРАД,56,56,coord_conflict,134.7,1.0,rb_and_name,"ДВ ""МАЈА""",ГРАМШИЈЕВА БР. 2А,44.83254598837668,20.41393142507191,decimal_simple,https://maps.app.goo.gl/hvzNyvkGhyib8qGJA,2231,"56. ДВ ""МАЈА""   - ГРАМШИЈЕВА БР. 2 А",44.8318425,20.4153227,
БЕОГРАД-НОВИ БЕОГРАД,57,57,coord_conflict,134.7,1.0,rb_and_name,"ДВ ""МАЈА""",ГРАМШИЈЕВА БР. 2А,44.83254598837668,20.41393142507191,decimal_simple,https://maps.app.goo.gl/hvzNyvkGhyib8qGJA,7310,"57. ДВ ""МАЈА""   - ГРАМШИЈЕВА БР. 2 А",44.8318425,20.4153227,
БЕОГРАД-НОВИ БЕОГРАД,58,58,confirmed,3.4,1.0,rb_and_name,"ОШ ""КРАЉ АЛЕКСАНДАР I""",АЛЕКСИНАЧКИХ РУДАРА БР. 22,44.82831171625374,20.416181091621656,decimal_simple,https://maps.app.goo.gl/c7qFJXQTfq4RVg566,7508,"58. ОШ ""КРАЉ АЛЕКСАНДАР I""  - АЛЕКСИНАЧКИХ РУДАРА БР. 22",44.828292,20.4161479,
БЕОГРАД-НОВИ БЕОГРАД,59,59,confirmed,3.4,1.0,rb_and_name,"ОШ ""КРАЉ АЛЕКСАНДАР I""",АЛЕКСИНАЧКИХ РУДАРА БР. 22,44.82831171625374,20.416181091621656,decimal_simple,https://maps.app.goo.gl/c7qFJXQTfq4RVg566,2943,"59. ОШ ""КРАЉ АЛЕКСАНДАР I""  - АЛЕКСИНАЧКИХ РУДАРА БР. 22",44.828292,20.4161479,
БЕОГРАД-НОВИ БЕОГРАД,60,60,confirmed,49.9,1.0,rb_and_name,"ОШ ""МАРКО ОРЕШКОВИЋ""",ОТОНА ЖУПАНЧИЧА БР. 30,44.83159932201165,20.408309430589494,decimal_simple,https://maps.app.goo.gl/SiLQZUikGwv25KSh9,8001,"60. ОШ ""МАРКО ОРЕШКОВИЋ""  - ОТОНА ЖУПАНЧИЧА БР. 30",44.8311544,20.4082309,
БЕОГРАД-НОВИ БЕОГРАД,61,61,confirmed,49.9,1.0,rb_and_name,"ОШ ""МАРКО ОРЕШКОВИЋ""",ОТОНА ЖУПАНЧИЧА БР. 30,44.83159932201165,20.408309430589494,decimal_simple,https://maps.app.goo.gl/SiLQZUikGwv25KSh9,905,"61. ОШ ""МАРКО ОРЕШКОВИЋ""  - ОТОНА ЖУПАНЧИЧА БР. 30",44.8311544,20.4082309,
БЕОГРАД-НОВИ БЕОГРАД,62,62,confirmed,49.9,1.0,rb_and_name,"ОШ ""МАРКО ОРЕШКОВИЋ""",ОТОНА ЖУПАНЧИЧА БР. 30,44.83159932201165,20.408309430589494,decimal_simple,https://maps.app.goo.gl/SiLQZUikGwv25KSh9,6842,"62. ОШ ""МАРКО ОРЕШКОВИЋ""  - ОТОНА ЖУПАНЧИЧА БР. 30",44.8311544,20.4082309,
БЕОГРАД-НОВИ БЕОГРАД,63,63,confirmed,11.1,1.0,rb_and_name,"КЛУБ ЗА СТАРА ЛИЦА ""ДР МИХАЈЛО СТУПАР I""",ГЕНЕРАЛА ЖДАНОВА БР. 32,44.834831904371846,20.403572904593346,decimal_simple,https://maps.app.goo.gl/qY8VjgozEVfW38KC6,6261,"63. КЛУБ ЗА СТАРА ЛИЦА ""ДР МИХАЈЛО СТУПАР I""  - ГЕНЕРАЛА ЖДАНОВА БР. 32",44.8347427,20.4036351,
БЕОГРАД-НОВИ БЕОГРАД,64,64,confirmed,36.1,1.0,rb_and_name,"ОШ ""НАДЕЖДА ПЕТРОВИЋ""",ЛУЈА АДАМИЧА БР. 4,44.83091599546338,20.406494289525384,decimal_simple,https://maps.app.goo.gl/JoTjPi1mXP9ZQsCA9,604,"64. ОШ ""НАДЕЖДА ПЕТРОВИЋ""  - ЛУЈА АДАМИЧА БР. 4",44.8308087,20.4060623,
БЕОГРАД-НОВИ БЕОГРАД,65,65,confirmed,36.1,1.0,rb_and_name,"ОШ ""НАДЕЖДА ПЕТРОВИЋ""",ЛУЈА АДАМИЧА БР. 4,44.83091599546338,20.406494289525384,decimal_simple,https://maps.app.goo.gl/JoTjPi1mXP9ZQsCA9,6904,"65. ОШ ""НАДЕЖДА ПЕТРОВИЋ""  - ЛУЈА АДАМИЧА БР. 4",44.8308087,20.4060623,
БЕОГРАД-НОВИ БЕОГРАД,66,66,confirmed,16.6,1.0,rb_and_name,"МЗ ""ПАВИЉОНИ""",БУЛЕВАР МАРШАЛА ТОЛБУХИНА БР. 46,44.829673549948524,20.401531895658184,decimal_simple,https://maps.app.goo.gl/sbmSgy8JKFeAKHCg7,6279,"66. МЗ ""ПАВИЉОНИ"" - БУЛЕВАР МАРШАЛА ТОЛБУХИНА БР. 46",44.82975,20.4013512,
БЕОГРАД-НОВИ БЕОГРАД,67,67,confirmed,36.1,1.0,rb_and_name,"ОШ ""НАДЕЖДА ПЕТРОВИЋ""",ЛУЈА АДАМИЧА БР. 4,44.83091599546338,20.406494289525384,decimal_simple,https://maps.app.goo.gl/JoTjPi1mXP9ZQsCA9,744,"67. ОШ ""НАДЕЖДА ПЕТРОВИЋ""  - ЛУЈА АДАМИЧА БР. 4",44.8308087,20.4060623,
БЕОГРАД-НОВИ БЕОГРАД,68,68,confirmed,11.1,1.0,rb_and_name,"КЛУБ ЗА СТАРА ЛИЦА ""ДР МИХАЈЛО СТУПАР I""",ГЕНЕРАЛА ЖДАНОВА БР. 32,44.834831904371846,20.403572904593346,decimal_simple,https://maps.app.goo.gl/qY8VjgozEVfW38KC6,3523,"68. КЛУБ ЗА СТАРА ЛИЦА ""ДР МИХАЈЛО СТУПАР I""  - ГЕНЕРАЛА ЖДАНОВА БР. 32",44.8347427,20.4036351,
БЕОГРАД-НОВИ БЕОГРАД,69,69,confirmed,15.9,1.0,rb_and_name,"ДВ ""БИСЕР""",ОМЛАДИНСКИХ БРИГАДА БР. 106,44.80521112919004,20.397738150112872,decimal_simple,https://maps.app.goo.gl/S5xyZdyZ2XGPozfbA,917,"69. ДВ ""БИСЕР""  - ОМЛАДИНСКИХ БРИГАДА БР. 106",44.8052001,20.3979386,
БЕОГРАД-НОВИ БЕОГРАД,70,70,confirmed,15.9,1.0,rb_and_name,"ДВ ""БИСЕР""",ОМЛАДИНСКИХ БРИГАДА БР. 106,44.80521112919004,20.397738150112872,decimal_simple,https://maps.app.goo.gl/S5xyZdyZ2XGPozfbA,1558,"70. ДВ ""БИСЕР""  - ОМЛАДИНСКИХ БРИГАДА БР. 106",44.8052001,20.3979386,
БЕОГРАД-НОВИ БЕОГРАД,71,71,confirmed,21.8,1.0,rb_and_name,"ДВ ""СРНА""",ОМЛАДИНСКИХ БРИГАДА БР. 136,44.800484946753215,20.39797433375943,decimal_simple,https://maps.app.goo.gl/5XHNih5iXDfQe7Qc7,5891,"71. ДВ ""СРНА""  - ОМЛАДИНСКИХ БРИГАДА БР. 136",44.8002908,20.3980106,
БЕОГРАД-НОВИ БЕОГРАД,72,72,confirmed,21.8,1.0,rb_and_name,"ДВ ""СРНА""",ОМЛАДИНСКИХ БРИГАДА БР. 136,44.800484946753215,20.39797433375943,decimal_simple,https://maps.app.goo.gl/5XHNih5iXDfQe7Qc7,6216,"72. ДВ ""СРНА""  - ОМЛАДИНСКИХ БРИГАДА БР. 136",44.8002908,20.3980106,
БЕОГРАД-НОВИ БЕОГРАД,73,73,confirmed,29.1,1.0,rb_and_name,"ОШ ""20. ОКТОБАР""",ОМЛАДИНСКИХ БРИГАДА БР. 138,44.79987339028721,20.39592266697862,decimal_simple,https://maps.app.goo.gl/WTA3MNfx7DpMjRck7,3080,"73. ОШ ""20.ОКТОБАР""  - ОМЛАДИНСКИХ БРИГАДА БР. 138",44.8001225,20.3958116,
БЕОГРАД-НОВИ БЕОГРАД,74,74,confirmed,29.1,1.0,rb_and_name,"ОШ ""20. ОКТОБАР""",ОМЛАДИНСКИХ БРИГАДА БР. 138,44.79987339028721,20.39592266697862,decimal_simple,https://maps.app.goo.gl/WTA3MNfx7DpMjRck7,5662,"74. ОШ ""20.ОКТОБАР""  - ОМЛАДИНСКИХ БРИГАДА БР. 138",44.8001225,20.3958116,
БЕОГРАД-НОВИ БЕОГРАД,75,75,confirmed,5.1,1.0,rb_and_name,ОПШТИНСКИ УСЛУЖНИ ЦЕНТАР - КАТАСТАР,ЈУРИЈА ГАГАРИНА БР. 81,44.80122217338484,20.394885759644936,decimal_simple,https://maps.app.goo.gl/881MwxLspDHo1UTz6,653,75. ОПШТИНСКИ УСЛУЖНИ ЦЕНТАР - ЈУРИЈА ГАГАРИНА БР. 81,44.8012073,20.3949474,
БЕОГРАД-НОВИ БЕОГРАД,76,76,confirmed,22.7,1.0,rb_and_name,"МЗ ""САВСКИ КЕЈ""",ЈУРИЈА ГАГАРИНА БР. 81,44.801021387892156,20.394828092163216,decimal_simple,https://maps.app.goo.gl/gx6Vj8wSSQgE1U4C6,439,"76. МЗ ""САВСКИ КЕЈ""  - ЈУРИЈА ГАГАРИНА БР. 81",44.8012073,20.3949474,
БЕОГРАД-НОВИ БЕОГРАД,77,77,confirmed,29.1,1.0,rb_and_name,"ОШ ""20. ОКТОБАР""",ОМЛАДИНСКИХ БРИГАДА БР. 138,44.79987339028721,20.39592266697862,decimal_simple,https://maps.app.goo.gl/WTA3MNfx7DpMjRck7,5540,"77. ОШ ""20.ОКТОБАР""  - ОМЛАДИНСКИХ БРИГАДА БР. 138",44.8001225,20.3958116,
БЕОГРАД-НОВИ БЕОГРАД,78,78,confirmed,29.1,1.0,rb_and_name,"ОШ ""20. ОКТОБАР""",ОМЛАДИНСКИХ БРИГАДА БР. 138,44.79987339028721,20.39592266697862,decimal_simple,https://maps.app.goo.gl/WTA3MNfx7DpMjRck7,1346,"78. ОШ ""20.ОКТОБАР""  - ОМЛАДИНСКИХ БРИГАДА БР. 138",44.8001225,20.3958116,
БЕОГРАД-НОВИ БЕОГРАД,79,79,confirmed,5.1,1.0,rb_and_name,ОПШТИНСКИ УСЛУЖНИ ЦЕНТАР - КАТАСТАР,ЈУРИЈА ГАГАРИНА БР. 81,44.80122217338484,20.394885759644936,decimal_simple,https://maps.app.goo.gl/881MwxLspDHo1UTz6,1018,79. ОПШТИНСКИ УСЛУЖНИ ЦЕНТАР - ЈУРИЈА ГАГАРИНА БР. 81,44.8012073,20.3949474,
БЕОГРАД-НОВИ БЕОГРАД,80,80,confirmed,22.7,1.0,rb_and_name,"МЗ ""САВСКИ КЕЈ"" - КЛУБ ПЕНЗИОНЕРА",ЈУРИЈА ГАГАРИНА БР. 81,44.801021387892156,20.394828092163216,decimal_simple,https://maps.app.goo.gl/gx6Vj8wSSQgE1U4C6,3848,"80. МЗ ""САВСКИ КЕЈ"" - КЛУБ ПЕНЗИОНЕРА - ЈУРИЈА ГАГАРИНА БР. 81",44.8012073,20.3949474,
БЕОГРАД-НОВИ БЕОГРАД,81,81,confirmed,44.2,1.0,rb_and_name,ДОМ ЗДРАВЉА - ОПШТА МЕДИЦИНА - ГЛАВНИ УЛАЗ - ХОЛ ДЕСНО,НЕХРУОВА БР. 53,44.79939505180044,20.383817571140064,decimal_simple,https://maps.app.goo.gl/dxEy2jptTT1q8Tpy8,4446,81. ДОМ ЗДРАВЉА - ОПШТА МЕДИЦИНА - ГЛАВНИ УЛАЗ -  ХОЛ ДЕСНО - НЕХРУОВА БР. 53,44.7991333,20.3833956,
БЕОГРАД-НОВИ БЕОГРАД,82,82,confirmed,44.2,1.0,rb_and_name,ДОМ ЗДРАВЉА - ЗУБНО,НЕХРУОВА БР. 53,44.79939505180044,20.383817571140064,decimal_simple,https://maps.app.goo.gl/dxEy2jptTT1q8Tpy8,2713,82. ДОМ ЗДРАВЉА - ЗУБНО - НЕХРУОВА БР. 53,44.7991333,20.3833956,
БЕОГРАД-НОВИ БЕОГРАД,83,83,confirmed,44.2,1.0,rb_and_name,ДОМ ЗДРАВЉА - ОПШТА МЕДИЦИНА - ГЛАВНИ УЛАЗ - ХОЛ ЛЕВО,НЕХРУОВА БР. 53,44.79939505180044,20.383817571140064,decimal_simple,https://maps.app.goo.gl/dxEy2jptTT1q8Tpy8,1799,83. ДОМ ЗДРАВЉА - ОПШТА МЕДИЦИНА - ГЛАВНИ УЛАЗ - ХОЛ ЛЕВО - НЕХРУОВА БР. 53,44.7991333,20.3833956,
БЕОГРАД-НОВИ БЕОГРАД,84,84,confirmed,37.6,1.0,rb_and_name,"ОШ ""БРАНКО РАДИЧЕВИЋ""",ЈУРИЈА ГАГАРИНА БР. 195,44.79828234605706,20.380112982618822,decimal_simple,https://maps.app.goo.gl/gestd5orLe8DckjN8,5899,"84. ОШ ""БРАНКО РАДИЧЕВИЋ""  - ЈУРИЈА ГАГАРИНА БР. 195",44.7983744,20.3796544,
БЕОГРАД-НОВИ БЕОГРАД,85,85,confirmed,37.6,1.0,rb_and_name,"ОШ ""БРАНКО РАДИЧЕВИЋ""",ЈУРИЈА ГАГАРИНА БР. 195,44.79828234605706,20.380112982618822,decimal_simple,https://maps.app.goo.gl/gestd5orLe8DckjN8,8174,"85. ОШ ""БРАНКО РАДИЧЕВИЋ""  - ЈУРИЈА ГАГАРИНА БР. 195",44.7983744,20.3796544,
